Account Number,Financial Month,Date,Transaction No,Transaction Type,Trans Type Category,Transaction Note,Trans In Amount ,Trans Out Amount
37468,23-Dec,17-Dec-23,47019536,MP04,POS,Not Available,0,-59.5
37468,23-Dec,18-Dec-23,47021292,MP03,POS,Not Available,0,-47.51
37468,23-Dec,19-Dec-23,47022900,MP04,POS,Not Available,0,-89.02
37468,23-Dec,19-Dec-23,47023281,MP03,POS,Not Available,0,-29.99
37468,23-Dec,20-Dec-23,47025772,MP03,POS,Not Available,0,-15.03
37468,23-Dec,20-Dec-23,47026331,SCR,EFT,Not Available,"1,552.36",0
37468,23-Dec,22-Dec-23,47032245,MP04,POS,Not Available,0,-96.66
37468,23-Dec,22-Dec-23,47032631,MP03,POS,Not Available,0,-1.5
37468,23-Dec,22-Dec-23,47032635,MP03,POS,Not Available,0,-1
37468,23-Dec,22-Dec-23,47033284,MP03,POS,Not Available,0,-34.45
37468,23-Dec,22-Dec-23,47033431,MP04,POS,Not Available,0,-11.03
37468,23-Dec,22-Dec-23,47033434,MP35,DBUS,Not Available,0,-0.22
37468,23-Dec,23-Dec-23,47035079,MP04,POS,Not Available,0,-22
37468,23-Dec,23-Dec-23,47035232,MP04,POS,Not Available,0,-5.1
37468,23-Dec,23-Dec-23,47035275,MP03,POS,Not Available,0,-15.5
37468,23-Dec,23-Dec-23,47035281,MP03,POS,Not Available,0,-34
37468,23-Dec,23-Dec-23,47035611,MP03,POS,Not Available,0,-25.48
37468,23-Dec,23-Dec-23,47035625,MP03,POS,Not Available,0,-35.24
37468,23-Dec,23-Dec-23,47035960,MP03,POS,Not Available,0,-2.2
37468,23-Dec,24-Dec-23,47036219,MP03,POS,Not Available,0,-10.62
37468,23-Dec,24-Dec-23,47036887,MP03,POS,Not Available,0,-22.72
37468,23-Dec,24-Dec-23,47037171,WIFR,WEB,Not Available,75,-75
37468,23-Dec,25-Dec-23,47037542,MP03,POS,Not Available,0,-25
37468,23-Dec,25-Dec-23,47037831,MP02,ATM TRANSACTIONS,Not Available,0,-40
37468,23-Dec,26-Dec-23,47039361,MP03,POS,Not Available,0,-17.7
37468,23-Dec,26-Dec-23,47039458,MP03,POS,Not Available,0,-14.15
37468,23-Dec,28-Dec-23,47042575,SDD,EFT,Not Available,0,-9
37468,23-Dec,28-Dec-23,47042599,SDD,EFT,Not Available,0,-46.91
37468,23-Dec,28-Dec-23,47042600,SDD,EFT,Not Available,0,-46.91
37468,23-Dec,28-Dec-23,47042631,SDD,EFT,Not Available,0,-102
37468,23-Dec,29-Dec-23,47045499,MP03,POS,Not Available,0,-18.95
37468,23-Dec,29-Dec-23,47045677,MP03,POS,Not Available,0,-10.66
37468,23-Dec,29-Dec-23,47046926,SDD,EFT,Not Available,0,-28.25
37468,23-Dec,30-Dec-23,47047962,MP04,POS,Not Available,0,-5.1
37468,23-Dec,31-Dec-23,47049188,MP03,POS,Not Available,0,-4.95
37468,23-Dec,31-Dec-23,47049285,WFER,WEB,Not Available,0,-20
37469,23-Dec,07-Dec-23,46994537,SD,EFT,Not Available,40,0
37469,23-Dec,14-Dec-23,47010451,SD,EFT,Not Available,40,0
37469,23-Dec,21-Dec-23,47026906,SD,EFT,Not Available,40,0
37469,23-Dec,28-Dec-23,47041190,SD,EFT,Not Available,40,0
37470,23-Dec,04-Dec-23,46988018,SCR,EFT,Not Available,50,0
37470,23-Dec,04-Dec-23,46988290,SO,EFT,Not Available,0,-50
37470,23-Dec,04-Dec-23,46988291,SO,EFT,Not Available,50,0
37470,23-Dec,20-Dec-23,47026253,1,COUNTER,Not Available,"5,000.00",0
37473,23-Dec,01-Dec-23,46981985,SD,EFT,Not Available,50,0
37474,23-Dec,01-Dec-23,46981986,SD,EFT,Not Available,50,0
37478,23-Dec,01-Dec-23,46981987,SD,EFT,Not Available,40,0
37478,23-Dec,08-Dec-23,46998910,SD,EFT,Not Available,40,0
37478,23-Dec,15-Dec-23,47014522,SD,EFT,Not Available,40,0
37478,23-Dec,22-Dec-23,47031135,SD,EFT,Not Available,40,0
37478,23-Dec,29-Dec-23,47044422,SD,EFT,Not Available,40,0
37479,23-Dec,08-Dec-23,46998911,SD,EFT,Not Available,60,0
37480,23-Dec,01-Dec-23,46981988,SD,EFT,Not Available,150,0
37480,23-Dec,08-Dec-23,46998912,SD,EFT,Not Available,150,0
37480,23-Dec,15-Dec-23,47014523,SD,EFT,Not Available,150,0
37480,23-Dec,22-Dec-23,47031136,SD,EFT,Not Available,150,0
37480,23-Dec,29-Dec-23,47044423,SD,EFT,Not Available,150,0
37483,23-Dec,04-Dec-23,46989894,SCR,EFT,Not Available,56.51,0
37483,23-Dec,04-Dec-23,46989955,SO,EFT,Not Available,0,-56.51
37483,23-Dec,04-Dec-23,46989956,SO,EFT,Not Available,56.51,0
37492,23-Dec,07-Dec-23,46994538,SD,EFT,Not Available,20,0
37492,23-Dec,14-Dec-23,47010452,SD,EFT,Not Available,20,0
37492,23-Dec,21-Dec-23,47026907,SD,EFT,Not Available,20,0
37492,23-Dec,28-Dec-23,47041191,SD,EFT,Not Available,20,0
37494,23-Dec,04-Dec-23,46987911,SD,EFT,Not Available,10,0
37494,23-Dec,11-Dec-23,47004437,SD,EFT,Not Available,10,0
37494,23-Dec,14-Dec-23,47010453,SD,EFT,Not Available,15,0
37494,23-Dec,18-Dec-23,47020235,SD,EFT,Not Available,10,0
37494,23-Dec,25-Dec-23,47037409,SD,EFT,Not Available,10,0
37494,23-Dec,28-Dec-23,47041192,SD,EFT,Not Available,15,0
37501,23-Dec,14-Dec-23,47010454,SD,EFT,Not Available,125,0
37501,23-Dec,28-Dec-23,47041193,SD,EFT,Not Available,125,0
37506,23-Dec,07-Dec-23,46997244,1,COUNTER,Not Available,20,0
37506,23-Dec,15-Dec-23,47016813,1,COUNTER,Not Available,10,0
37506,23-Dec,29-Dec-23,47047363,1,COUNTER,Not Available,10,0
37507,23-Dec,01-Dec-23,46985614,XRS,EFT,Not Available,294.55,0
37509,23-Dec,08-Dec-23,47001078,SCR,EFT,Not Available,280,0
37509,23-Dec,08-Dec-23,47001328,SO,EFT,Not Available,0,-280
37509,23-Dec,08-Dec-23,47001329,SO,EFT,Not Available,280,0
37512,23-Dec,06-Dec-23,46993562,1,COUNTER,Not Available,0,-400
37512,23-Dec,29-Dec-23,47044767,SCR,EFT,Not Available,150,0
37512,23-Dec,29-Dec-23,47045067,SO,EFT,Not Available,0,-150
37512,23-Dec,29-Dec-23,47045068,SO,EFT,Not Available,150,0
37514,23-Dec,18-Dec-23,47022278,N,COUNTER,Not Available,40,0
37515,23-Dec,06-Dec-23,46993851,WFER,WEB,Not Available,0,"-1,100.00"
37515,23-Dec,08-Dec-23,47001809,WFER,WEB,Not Available,0,"-12,500.00"
37519,23-Dec,01-Dec-23,46981989,SD,EFT,Not Available,20,0
37519,23-Dec,08-Dec-23,46998913,SD,EFT,Not Available,20,0
37519,23-Dec,15-Dec-23,47014524,SD,EFT,Not Available,20,0
37519,23-Dec,22-Dec-23,47031137,SD,EFT,Not Available,20,0
37519,23-Dec,29-Dec-23,47044424,SD,EFT,Not Available,20,0
37522,23-Dec,05-Dec-23,46991914,N,COUNTER,Not Available,0,-260
37522,23-Dec,07-Dec-23,46994539,SD,EFT,Not Available,300,0
37522,23-Dec,21-Dec-23,47026908,SD,EFT,Not Available,300,0
37523,23-Dec,21-Dec-23,47029812,1,COUNTER,Not Available,0,-250
37526,23-Dec,28-Dec-23,47042694,SCR,EFT,Not Available,50,0
37526,23-Dec,28-Dec-23,47042873,SO,EFT,Not Available,0,-50
37526,23-Dec,28-Dec-23,47042874,SO,EFT,Not Available,50,0
37529,23-Dec,06-Dec-23,46993589,1,COUNTER,Not Available,"1,000.00",0
37539,23-Dec,06-Dec-23,46993450,WFER,WEB,Not Available,0,-350
37540,23-Dec,05-Dec-23,46992090,1,COUNTER,Not Available,5,0
37540,23-Dec,12-Dec-23,47008008,1,COUNTER,Not Available,5,0
37540,23-Dec,19-Dec-23,47024208,1,COUNTER,Not Available,5,0
37540,23-Dec,29-Dec-23,47046452,1,COUNTER,Not Available,5,0
37541,23-Dec,01-Dec-23,46982840,SCR,EFT,Not Available,231.31,0
37541,23-Dec,02-Dec-23,46986398,MP04,POS,Not Available,0,-244.36
37541,23-Dec,02-Dec-23,46986402,MP35,DBUS,Not Available,0,-4.89
37541,23-Dec,06-Dec-23,46992661,SCR,EFT,Not Available,418,0
37541,23-Dec,06-Dec-23,46994048,TFER,Not Available,Not Available,135,-135
37541,23-Dec,08-Dec-23,46999639,SCR,EFT,Not Available,231.21,0
37541,23-Dec,13-Dec-23,47008734,SCR,EFT,Not Available,225.5,0
37541,23-Dec,13-Dec-23,47009978,TFER,Not Available,Not Available,135,-135
37541,23-Dec,14-Dec-23,47011963,WFER,WEB,Not Available,0,"-2,000.00"
37541,23-Dec,15-Dec-23,47014958,SCR,EFT,Not Available,241.35,0
37541,23-Dec,15-Dec-23,47016287,DBRF,MISC,Not Available,0.06,0
37541,23-Dec,17-Dec-23,47019124,WFER,WEB,Not Available,0,-250
37541,23-Dec,20-Dec-23,47024735,SCR,EFT,Not Available,451,0
37541,23-Dec,20-Dec-23,47025191,MP04,POS,Not Available,0,-121.4
37541,23-Dec,20-Dec-23,47026430,TFER,Not Available,Not Available,135,-135
37541,23-Dec,22-Dec-23,47032203,SCR,EFT,Not Available,231.31,0
37541,23-Dec,22-Dec-23,47033404,MP04,POS,Not Available,0,-27.99
37541,23-Dec,22-Dec-23,47034608,SCR,EFT,Not Available,232.29,0
37541,23-Dec,25-Dec-23,47038057,MP04,POS,Not Available,0,-44.88
37541,23-Dec,27-Dec-23,47040723,TFER,Not Available,Not Available,135,-135
37541,23-Dec,30-Dec-23,47047890,MP03,POS,Not Available,0,-33.95
37541,23-Dec,30-Dec-23,47048017,MP04,POS,Not Available,0,-255
37541,23-Dec,30-Dec-23,47048193,MP03,POS,Not Available,0,-35
37541,23-Dec,30-Dec-23,47048196,MP04,POS,Not Available,0,-194.9
37541,23-Dec,30-Dec-23,47048344,MP04,POS,Not Available,0,-117.5
37541,23-Dec,31-Dec-23,47048635,MP02,ATM TRANSACTIONS,Not Available,0,-300
37544,23-Dec,05-Dec-23,46992076,1,COUNTER,Not Available,5,0
37544,23-Dec,12-Dec-23,47008023,1,COUNTER,Not Available,5,0
37544,23-Dec,19-Dec-23,47024196,1,COUNTER,Not Available,5,0
37544,23-Dec,29-Dec-23,47046442,1,COUNTER,Not Available,5,0
37554,23-Dec,06-Dec-23,46993938,SCR,EFT,Not Available,200,0
37554,23-Dec,06-Dec-23,46993963,SO,EFT,Not Available,0,-200
37554,23-Dec,06-Dec-23,46993964,SO,EFT,Not Available,200,0
37554,23-Dec,18-Dec-23,47022407,SCR,EFT,Not Available,180,0
37554,23-Dec,18-Dec-23,47022412,SO,EFT,Not Available,0,-180
37554,23-Dec,18-Dec-23,47022413,SO,EFT,Not Available,180,0
37554,23-Dec,21-Dec-23,47027050,WIFR,WEB,Not Available,380,-380
37558,23-Dec,08-Dec-23,46998914,SD,EFT,Not Available,150,0
37558,23-Dec,11-Dec-23,47005209,WFER,WEB,Not Available,0,-94
37558,23-Dec,22-Dec-23,47031138,SD,EFT,Not Available,150,0
37559,23-Dec,06-Dec-23,46993935,SCR,EFT,Not Available,120,0
37559,23-Dec,06-Dec-23,46993955,SO,EFT,Not Available,0,-120
37559,23-Dec,06-Dec-23,46993956,SO,EFT,Not Available,120,0
37559,23-Dec,07-Dec-23,46994992,SCR,EFT,Not Available,236,0
37559,23-Dec,07-Dec-23,46995247,SO,EFT,Not Available,0,-236
37559,23-Dec,07-Dec-23,46995248,SO,EFT,Not Available,236,0
37559,23-Dec,07-Dec-23,46997649,WIFR,WEB,Not Available,118,-118
37559,23-Dec,14-Dec-23,47010633,SCR,EFT,Not Available,118,0
37559,23-Dec,14-Dec-23,47011049,SO,EFT,Not Available,0,-118
37559,23-Dec,14-Dec-23,47011050,SO,EFT,Not Available,118,0
37559,23-Dec,15-Dec-23,47017540,N,COUNTER,Not Available,0,-400
37559,23-Dec,19-Dec-23,47022738,SCR,EFT,Not Available,405.9,0
37559,23-Dec,19-Dec-23,47022815,SO,EFT,Not Available,0,-405.9
37559,23-Dec,19-Dec-23,47022816,SO,EFT,Not Available,405.9,0
37559,23-Dec,19-Dec-23,47024313,N,COUNTER,Not Available,0,-400
37559,23-Dec,21-Dec-23,47027251,SCR,EFT,Not Available,236,0
37559,23-Dec,21-Dec-23,47027525,SO,EFT,Not Available,0,-236
37559,23-Dec,21-Dec-23,47027526,SO,EFT,Not Available,236,0
37559,23-Dec,22-Dec-23,47033653,WFER,WEB,Not Available,0,-200
37559,23-Dec,29-Dec-23,47046332,WFER,WEB,Not Available,0,-420
37559,23-Dec,29-Dec-23,47046358,WFER,WEB,Not Available,0,-20
37561,23-Dec,04-Dec-23,46988904,SCR,EFT,Not Available,10,0
37561,23-Dec,04-Dec-23,46988959,SO,EFT,Not Available,0,-10
37561,23-Dec,04-Dec-23,46988960,SO,EFT,Not Available,10,0
37561,23-Dec,07-Dec-23,46994540,SD,EFT,Not Available,30,0
37561,23-Dec,11-Dec-23,47005262,SCR,EFT,Not Available,10,0
37561,23-Dec,11-Dec-23,47005292,SO,EFT,Not Available,0,-10
37561,23-Dec,11-Dec-23,47005293,SO,EFT,Not Available,10,0
37561,23-Dec,14-Dec-23,47010455,SD,EFT,Not Available,30,0
37561,23-Dec,18-Dec-23,47021714,SCR,EFT,Not Available,10,0
37561,23-Dec,18-Dec-23,47021751,SO,EFT,Not Available,0,-10
37561,23-Dec,18-Dec-23,47021752,SO,EFT,Not Available,10,0
37561,23-Dec,21-Dec-23,47026909,SD,EFT,Not Available,30,0
37561,23-Dec,28-Dec-23,47041194,SD,EFT,Not Available,30,0
37561,23-Dec,28-Dec-23,47042117,SCR,EFT,Not Available,10,0
37561,23-Dec,28-Dec-23,47042263,SO,EFT,Not Available,0,-10
37561,23-Dec,28-Dec-23,47042264,SO,EFT,Not Available,10,0
37563,23-Dec,25-Dec-23,47037456,SD,EFT,Not Available,300,0
37564,23-Dec,01-Dec-23,46981990,SD,EFT,Not Available,30,0
37564,23-Dec,08-Dec-23,46998915,SD,EFT,Not Available,30,0
37564,23-Dec,11-Dec-23,47006449,WFER,WEB,Not Available,0,-60
37564,23-Dec,15-Dec-23,47014525,SD,EFT,Not Available,30,0
37564,23-Dec,20-Dec-23,47025506,WFER,WEB,Not Available,0,-35
37564,23-Dec,22-Dec-23,47031139,SD,EFT,Not Available,30,0
37564,23-Dec,28-Dec-23,47042677,WFER,WEB,Not Available,0,-30
37564,23-Dec,29-Dec-23,47044425,SD,EFT,Not Available,30,0
37566,23-Dec,14-Dec-23,47011970,WFER,WEB,Not Available,0,-800
37568,23-Dec,07-Dec-23,46994541,SD,EFT,Not Available,10,0
37568,23-Dec,14-Dec-23,47010456,SD,EFT,Not Available,10,0
37568,23-Dec,21-Dec-23,47026910,SD,EFT,Not Available,10,0
37568,23-Dec,28-Dec-23,47041195,SD,EFT,Not Available,10,0
37570,23-Dec,08-Dec-23,46999218,SCR,EFT,Not Available,140,0
37570,23-Dec,08-Dec-23,46999415,SO,EFT,Not Available,0,-140
37570,23-Dec,08-Dec-23,46999416,SO,EFT,Not Available,140,0
37572,23-Dec,01-Dec-23,46981991,SD,EFT,Not Available,126,0
37572,23-Dec,15-Dec-23,47014526,SD,EFT,Not Available,126,0
37572,23-Dec,29-Dec-23,47044426,SD,EFT,Not Available,126,0
37582,23-Dec,07-Dec-23,46994542,SD,EFT,Not Available,70,0
37582,23-Dec,14-Dec-23,47010457,SD,EFT,Not Available,70,0
37582,23-Dec,18-Dec-23,47022320,N,COUNTER,Not Available,0,-150
37582,23-Dec,21-Dec-23,47026911,SD,EFT,Not Available,70,0
37582,23-Dec,28-Dec-23,47041196,SD,EFT,Not Available,70,0
37582,23-Dec,29-Dec-23,47045154,SD,EFT,Not Available,0,-70
37584,23-Dec,07-Dec-23,46994436,SD,EFT,Not Available,80,0
37587,23-Dec,04-Dec-23,46987948,SD,EFT,Not Available,132,0
37587,23-Dec,11-Dec-23,47004477,SD,EFT,Not Available,132,0
37587,23-Dec,18-Dec-23,47020274,SD,EFT,Not Available,132,0
37587,23-Dec,25-Dec-23,47037457,SD,EFT,Not Available,132,0
37588,23-Dec,07-Dec-23,46997708,XRS,EFT,Not Available,34,0
37588,23-Dec,15-Dec-23,47014772,XRS,EFT,Not Available,34,0
37588,23-Dec,22-Dec-23,47031398,XRS,EFT,Not Available,34,0
37588,23-Dec,29-Dec-23,47044679,XRS,EFT,Not Available,34,0
37589,23-Dec,08-Dec-23,47000313,1,COUNTER,BUYING 20 STERLING = €21.14 FOR ACC. 37589RR,21.14,0
37589,23-Dec,08-Dec-23,47000314,1,COUNTER,Not Available,0,-20
37595,23-Dec,01-Dec-23,46984445,SCR,EFT,Not Available,40,0
37595,23-Dec,01-Dec-23,46984809,SO,EFT,Not Available,0,-40
37595,23-Dec,01-Dec-23,46984810,SO,EFT,Not Available,40,0
37595,23-Dec,06-Dec-23,46993474,N,COUNTER,Not Available,0,-250
37595,23-Dec,08-Dec-23,47001168,SCR,EFT,Not Available,40,0
37595,23-Dec,08-Dec-23,47001462,SO,EFT,Not Available,0,-40
37595,23-Dec,08-Dec-23,47001463,SO,EFT,Not Available,40,0
37595,23-Dec,15-Dec-23,47017041,SCR,EFT,Not Available,40,0
37595,23-Dec,15-Dec-23,47017064,SO,EFT,Not Available,0,-40
37595,23-Dec,15-Dec-23,47017065,SO,EFT,Not Available,40,0
37595,23-Dec,22-Dec-23,47033917,SCR,EFT,Not Available,40,0
37595,23-Dec,22-Dec-23,47034187,SO,EFT,Not Available,0,-40
37595,23-Dec,22-Dec-23,47034188,SO,EFT,Not Available,40,0
37595,23-Dec,29-Dec-23,47046528,SCR,EFT,Not Available,40,0
37595,23-Dec,29-Dec-23,47046866,SO,EFT,Not Available,0,-40
37595,23-Dec,29-Dec-23,47046867,SO,EFT,Not Available,40,0
37597,23-Dec,06-Dec-23,46994008,WIFR,WEB,Not Available,50,-50
37597,23-Dec,08-Dec-23,46999775,MP04,POS,Not Available,0,-50
37597,23-Dec,10-Dec-23,47004198,WIFR,WEB,Not Available,40,-40
37597,23-Dec,12-Dec-23,47007017,MP04,POS,Not Available,0,-36.53
37597,23-Dec,14-Dec-23,47011861,WIFR,WEB,Not Available,10,-10
37597,23-Dec,16-Dec-23,47018496,MP03,POS,Not Available,0,-8
37597,23-Dec,16-Dec-23,47018778,MP03,POS,Not Available,0,-9.15
37597,23-Dec,18-Dec-23,47020390,SCR,EFT,Not Available,153,0
37597,23-Dec,18-Dec-23,47020449,SO,EFT,Not Available,0,-153
37597,23-Dec,18-Dec-23,47020450,SO,EFT,Not Available,153,0
37597,23-Dec,18-Dec-23,47021853,WIFR,WEB,Not Available,163,-163
37597,23-Dec,20-Dec-23,47025112,MP04,POS,Not Available,0,-163
37597,23-Dec,28-Dec-23,47043197,WIFR,WEB,Not Available,1,-1
37597,23-Dec,29-Dec-23,47044745,SCR,EFT,Not Available,9,0
37597,23-Dec,29-Dec-23,47045041,SO,EFT,Not Available,0,-9
37597,23-Dec,29-Dec-23,47045042,SO,EFT,Not Available,9,0
37597,23-Dec,31-Dec-23,47049291,WIFR,WEB,Not Available,10,-10
37602,23-Dec,07-Dec-23,46997065,SO,EFT,Not Available,250,0
37602,23-Dec,21-Dec-23,47029469,SO,EFT,Not Available,250,0
37603,23-Dec,02-Dec-23,46985799,SD,EFT,Not Available,325,0
37604,23-Dec,08-Dec-23,47001785,1,COUNTER,Not Available,"5,000.00",0
37604,23-Dec,08-Dec-23,47001789,1,COUNTER,Not Available,0,-500
37605,23-Dec,06-Dec-23,46993888,N,COUNTER,Not Available,0,"-1,500.00"
37608,23-Dec,01-Dec-23,46981992,SD,EFT,Not Available,48,0
37608,23-Dec,06-Dec-23,46993550,N,COUNTER,Not Available,0,-200
37608,23-Dec,08-Dec-23,46998916,SD,EFT,Not Available,48,0
37608,23-Dec,15-Dec-23,47014527,SD,EFT,Not Available,48,0
37608,23-Dec,15-Dec-23,47016868,N,COUNTER,Not Available,0,-200
37608,23-Dec,15-Dec-23,47016960,SCR,EFT,Not Available,50,0
37608,23-Dec,15-Dec-23,47017116,SO,EFT,Not Available,0,-50
37608,23-Dec,15-Dec-23,47017117,SO,EFT,Not Available,50,0
37608,23-Dec,21-Dec-23,47028493,N,COUNTER,Not Available,0,-150
37608,23-Dec,22-Dec-23,47031140,SD,EFT,Not Available,48,0
37608,23-Dec,29-Dec-23,47044427,SD,EFT,Not Available,48,0
37608,23-Dec,29-Dec-23,47046531,SCR,EFT,Not Available,50,0
37608,23-Dec,29-Dec-23,47046870,SO,EFT,Not Available,0,-50
37608,23-Dec,29-Dec-23,47046871,SO,EFT,Not Available,50,0
37609,23-Dec,01-Dec-23,46985452,N,COUNTER,Not Available,0,"-2,280.00"
37609,23-Dec,04-Dec-23,46989212,MP03,POS,Not Available,0,-16.15
37609,23-Dec,05-Dec-23,46990825,MP03,POS,Not Available,0,-22.9
37609,23-Dec,05-Dec-23,46990843,MP03,POS,Not Available,0,-5
37609,23-Dec,05-Dec-23,46991101,MP03,POS,Not Available,0,-17.4
37609,23-Dec,05-Dec-23,46991110,MP03,POS,Not Available,0,-12
37609,23-Dec,05-Dec-23,46991111,MP03,POS,Not Available,0,-12
37609,23-Dec,05-Dec-23,46991147,MP03,POS,Not Available,0,-12
37609,23-Dec,05-Dec-23,46991148,MP04,POS,Not Available,0,-6.5
37609,23-Dec,05-Dec-23,46991150,MP03,POS,Not Available,0,-18.3
37609,23-Dec,05-Dec-23,46991157,MP03,POS,Not Available,0,-44.6
37609,23-Dec,05-Dec-23,46991205,MP03,POS,Not Available,0,-18.98
37609,23-Dec,05-Dec-23,46991434,MP04,POS,Not Available,0,-174
37609,23-Dec,05-Dec-23,46991463,MP03,POS,Not Available,0,-13.5
37609,23-Dec,05-Dec-23,46991497,MP03,POS,Not Available,0,-3.8
37609,23-Dec,05-Dec-23,46991544,MP03,POS,Not Available,0,-3.8
37609,23-Dec,05-Dec-23,46991654,MP04,POS,Not Available,0,-40.4
37609,23-Dec,06-Dec-23,46992797,MP02,ATM TRANSACTIONS,Not Available,0,-300
37609,23-Dec,06-Dec-23,46992803,MP02,ATM TRANSACTIONS,Not Available,0,-150
37609,23-Dec,06-Dec-23,46992945,MP03,POS,Not Available,0,-14.5
37609,23-Dec,06-Dec-23,46992946,MP03,POS,Not Available,0,-3
37609,23-Dec,06-Dec-23,46992956,MP03,POS,Not Available,0,-24.03
37609,23-Dec,06-Dec-23,46992966,MP03,POS,Not Available,0,-17.3
37609,23-Dec,07-Dec-23,46995474,MP03,POS,Not Available,0,-28.75
37609,23-Dec,07-Dec-23,46995676,MP03,POS,Not Available,0,-6.2
37609,23-Dec,07-Dec-23,46995679,MP03,POS,Not Available,0,-23.85
37609,23-Dec,07-Dec-23,46995838,MP03,POS,Not Available,0,-22
37609,23-Dec,07-Dec-23,46996525,MP03,POS,Not Available,0,-16.75
37609,23-Dec,07-Dec-23,46996551,MP03,POS,Not Available,0,-14.5
37609,23-Dec,07-Dec-23,46996597,MP03,POS,Not Available,0,-19.99
37609,23-Dec,08-Dec-23,46999848,MP03,POS,Not Available,0,-7.64
37609,23-Dec,08-Dec-23,46999864,MP04,POS,Not Available,0,-6.1
37609,23-Dec,08-Dec-23,47000014,MP03,POS,Not Available,0,-10.99
37609,23-Dec,08-Dec-23,47000015,MP03,POS,Not Available,0,-18.98
37609,23-Dec,08-Dec-23,47000024,MP03,POS,Not Available,0,-2.5
37609,23-Dec,08-Dec-23,47000230,MP03,POS,Not Available,0,-17.95
37609,23-Dec,09-Dec-23,47002377,MP03,POS,Not Available,0,-13.94
37609,23-Dec,09-Dec-23,47002381,MP03,POS,Not Available,0,-3
37609,23-Dec,09-Dec-23,47002534,MP04,POS,Not Available,0,-18.4
37609,23-Dec,09-Dec-23,47002713,MP03,POS,Not Available,0,-13.5
37609,23-Dec,09-Dec-23,47003102,MP03,POS,Not Available,0,-24.2
37609,23-Dec,09-Dec-23,47003103,MP03,POS,Not Available,0,-12.99
37609,23-Dec,09-Dec-23,47003176,MP03,POS,Not Available,0,-19.99
37609,23-Dec,10-Dec-23,47003463,MP02,ATM TRANSACTIONS,Not Available,0,-200
37609,23-Dec,10-Dec-23,47003531,MP03,POS,Not Available,0,-20.02
37609,23-Dec,10-Dec-23,47003633,MP03,POS,Not Available,0,-4.95
37609,23-Dec,10-Dec-23,47003642,MP03,POS,Not Available,0,-27.75
37609,23-Dec,10-Dec-23,47003732,MP03,POS,Not Available,0,-6.95
37609,23-Dec,10-Dec-23,47003762,MP03,POS,Not Available,0,-27.15
37609,23-Dec,11-Dec-23,47004536,SCR,EFT,Not Available,"4,124.00",0
37609,23-Dec,11-Dec-23,47004618,SCR,EFT,Not Available,728,0
37609,23-Dec,11-Dec-23,47004817,MP03,POS,Not Available,0,-11.7
37609,23-Dec,11-Dec-23,47004818,MP03,POS,Not Available,0,-8.5
37609,23-Dec,11-Dec-23,47004872,MP03,POS,Not Available,0,-6
37609,23-Dec,11-Dec-23,47004873,MP03,POS,Not Available,0,-11.7
37609,23-Dec,11-Dec-23,47005368,MP03,POS,Not Available,0,-6
37609,23-Dec,11-Dec-23,47005380,MP03,POS,Not Available,0,-18.5
37609,23-Dec,11-Dec-23,47005487,MP03,POS,Not Available,0,-24.74
37609,23-Dec,11-Dec-23,47005685,N,COUNTER,Not Available,0,"-2,560.00"
37609,23-Dec,11-Dec-23,47005808,MP03,POS,Not Available,0,-13.5
37609,23-Dec,11-Dec-23,47005809,MP03,POS,Not Available,0,-18.9
37609,23-Dec,11-Dec-23,47005856,MP03,POS,Not Available,0,-30.39
37609,23-Dec,12-Dec-23,47007080,MP03,POS,Not Available,0,-6
37609,23-Dec,12-Dec-23,47007081,MP03,POS,Not Available,0,-24
37609,23-Dec,12-Dec-23,47007272,MP03,POS,Not Available,0,-23
37609,23-Dec,12-Dec-23,47007331,MP03,POS,Not Available,0,-18
37609,23-Dec,12-Dec-23,47007470,MP03,POS,Not Available,0,-6
37609,23-Dec,12-Dec-23,47007617,MP03,POS,Not Available,0,-26.7
37609,23-Dec,12-Dec-23,47007640,MP04,POS,Not Available,0,-19.2
37609,23-Dec,12-Dec-23,47007664,MP03,POS,Not Available,0,-3
37609,23-Dec,12-Dec-23,47007728,MP03,POS,Not Available,0,-14.5
37609,23-Dec,12-Dec-23,47007827,MP03,POS,Not Available,0,-13.45
37609,23-Dec,13-Dec-23,47008844,MP02,ATM TRANSACTIONS,Not Available,0,-500
37609,23-Dec,13-Dec-23,47008980,MP03,POS,Not Available,0,-2.99
37609,23-Dec,13-Dec-23,47008989,MP03,POS,Not Available,0,-23.05
37609,23-Dec,13-Dec-23,47009405,MP03,POS,Not Available,0,-16.69
37609,23-Dec,13-Dec-23,47009409,MP03,POS,Not Available,0,-15.44
37609,23-Dec,14-Dec-23,47011478,MP03,POS,Not Available,0,-7.6
37609,23-Dec,14-Dec-23,47011486,MP03,POS,Not Available,0,-29.05
37609,23-Dec,14-Dec-23,47011708,MP04,POS,Not Available,0,-174.09
37609,23-Dec,14-Dec-23,47011842,MP03,POS,Not Available,0,-2.9
37609,23-Dec,15-Dec-23,47016539,MP03,POS,Not Available,0,-17.5
37609,23-Dec,16-Dec-23,47018472,MP03,POS,Not Available,0,-6.3
37609,23-Dec,16-Dec-23,47018609,MP03,POS,Not Available,0,-5.49
37609,23-Dec,16-Dec-23,47018932,MP03,POS,Not Available,0,-21
37609,23-Dec,17-Dec-23,47019219,MP03,POS,Not Available,0,-23.82
